,Locality,Price_per_sft,Area,Property_Type,BHK number,
571,Miyapur,6800,1955,  Apartment,3,
572,Pocharam,4700,1942,  Apartment,3,
573,Pocharam,4700,1833,  Apartment,3,
574,Pocharam,4700,1942,  Apartment,3,
575,Pocharam,4700,1358,  Apartment,2,
576,Pocharam,4700,1358,  Apartment,2,
577,Pocharam,4700,1856,  Apartment,3,
578,Pocharam,4700,1856,  Apartment,3,
579,Pocharam,4700,1623,  Apartment,3,
580,Pocharam,4700,1623,  Apartment,3,
581,Pocharam,4700,1364,  Apartment,2,
582,Pocharam,4700,1364,  Apartment,2,
583,Kompally,7889,1800,  Apartment,3,
584,Kompally,8243,2220,  Apartment,3,
585,Kompally,7853,1910,  Apartment,3,
586,Kompally,8105,2295,  Apartment,3,
587,Kompally,8353,1700,  Apartment,3,
588,Chandanagar,6200,1635,  Apartment,3,
589,Chandanagar,6200,1181,  Apartment,2,
590,Chandanagar,6200,1295,  Apartment,2,
591,Chandanagar,6200,1294,  Apartment,2,
592,Chandanagar,6200,1303,  Apartment,2,
593,Chandanagar,6200,1631,  Apartment,3,
594,Chandanagar,6200,1164,  Apartment,2,
595,Chandanagar,6200,1605,  Apartment,3,
596,Chandanagar,6200,1278,  Apartment,2,
597,Chandanagar,6200,1273,  Apartment,2,
598,Chandanagar,6200,1207,  Apartment,2,
599,Chandanagar,6200,1540,  Apartment,3,
600,Chandanagar,6200,1181,  Apartment,2,
601,Chandanagar,6200,1295,  Apartment,2,
602,Chandanagar,6200,1294,  Apartment,2,
603,Chandanagar,6200,1303,  Apartment,2,
604,Chandanagar,6200,1631,  Apartment,3,
605,Chandanagar,6200,1164,  Apartment,2,
606,Chandanagar,6200,1605,  Apartment,3,
607,Chandanagar,6200,1278,  Apartment,2,
608,Chandanagar,6200,1273,  Apartment,2,
609,Chandanagar,6200,1207,  Apartment,2,
610,Chandanagar,6200,1540,  Apartment,3,
611,Chandanagar,6200,1271,  Apartment,2,
612,Serilingampally,7299,1515,  Apartment,2,
613,Malkajgiri,7300,1955,  Apartment,3,
614,Malkajgiri,7300,1670,  Apartment,3,
615,Malkajgiri,7300,2215,  Apartment,3,
616,Malkajgiri,7300,1800,  Apartment,3,
617,Malkajgiri,7300,1740,  Apartment,3,
618,Malkajgiri,7300,2240,  Apartment,3,
619,Malkajgiri,7300,2010,  Apartment,3,
620,Malkajgiri,7300,2635,  Apartment,4,
621,Malkajgiri,7300,1915,  Apartment,3,
622,Malkajgiri,7300,2630,  Apartment,4,
623,Malkajgiri,7300,2065,  Apartment,3,
624,Malkajgiri,7300,1990,  Apartment,3,
625,Malkajgiri,7300,1330,  Apartment,2,
626,Hitech City,6799,2280,  Apartment,3,
627,Hitech City,6799,1710,  Apartment,3,
628,Hitech City,6799,1820,  Apartment,3,
629,Hitech City,6799,2200,  Apartment,3,
630,Kompally,6002,2320,  Apartment,3,
631,Shankarpalli,3800,1243,  Apartment,2,
632,Shankarpalli,3800,1246,  Apartment,2,
633,Shankarpalli,3800,1262,  Apartment,2,
634,Shankarpalli,3800,1123,  Apartment,2,
635,Shankarpalli,3800,1101,  Apartment,2,
636,Shankarpalli,3800,1237,  Apartment,2,
637,Shankarpalli,3800,1263,  Apartment,2,
638,Ameenpur,4600,1465,  Apartment,2,
639,Ameenpur,4600,1330,  Apartment,2,
640,Shankarpalli,3800,1246,  Apartment,2,
641,Shankarpalli,3800,1262,  Apartment,2,
642,Shankarpalli,3800,1123,  Apartment,2,
643,Shankarpalli,3800,1101,  Apartment,2,
644,Shankarpalli,3800,1237,  Apartment,2,
645,Shankarpalli,3800,1263,  Apartment,2,
646,Jeedimetla,5203,1500,  Apartment,3,
647,Jeedimetla,5203,1262,  Apartment,2,
648,Jeedimetla,5203,1482,  Apartment,2,
649,Jeedimetla,5200,1750,  Apartment,3,
650,Jeedimetla,5203,1249,  Apartment,2,
651,Jeedimetla,5204,1251,  Apartment,2,
652,Jeedimetla,5203,1661,  Apartment,3,
653,Jeedimetla,5203,1406,  Apartment,2,
654,Jeedimetla,5204,1210,  Apartment,2,
655,Jeedimetla,5200,1550,  Apartment,3,
656,Jeedimetla,5200,1198,  Apartment,2,
657,Jeedimetla,5203,1631,  Apartment,3,
658,Jeedimetla,5200,1325,  Apartment,2,
659,Jeedimetla,5202,1771,  Apartment,3,
660,Kompally,5300,1375,  Apartment,2,
661,Kompally,5300,1375,  Apartment,2,
662,Kompally,5300,1275,  Apartment,2,
663,Kompally,5300,1275,  Apartment,2,
664,Kompally,5300,1210,  Apartment,2,
665,Kompally,5300,1220,  Apartment,2,
666,Kompally,5300,1210,  Apartment,2,
667,Kompally,5300,1610,  Apartment,3,
668,Kompally,5300,1220,  Apartment,2,
669,Kompally,5300,1485,  Apartment,3,
670,Kompally,5300,1610,  Apartment,3,
671,Kompally,5300,1250,  Apartment,2,
672,Kompally,5300,1485,  Apartment,3,
673,Kompally,5300,1250,  Apartment,2,
674,Kompally,5300,2010,  Apartment,3,
675,Kompally,5300,2010,  Apartment,3,
676,Kompally,5300,1260,  Apartment,2,
677,Kompally,5300,1260,  Apartment,2,
678,Kompally,5300,1990,  Apartment,3,
679,Kompally,5300,1760,  Apartment,3,
680,Kompally,5300,1990,  Apartment,3,
681,Kompally,5300,1200,  Apartment,2,
682,Kompally,5300,1760,  Apartment,3,
683,Kompally,5300,1200,  Apartment,2,
684,Patancheru,7500,1750,  Villa,3,
685,Patancheru,7500,1700,  Villa,3,
686,Bachupally,4799,1335,  Apartment,2,
687,Balanagar,6000,2260,  Apartment,3,
688,Balanagar,6000,2260,  Apartment,3,
689,Balanagar,6002,1507,  Apartment,3,
690,Balanagar,6002,1507,  Apartment,3,
691,Balanagar,6000,2260,  Apartment,3,
692,Balanagar,6000,2260,  Apartment,3,
693,Balanagar,6002,1507,  Apartment,3,
694,Balanagar,6002,1507,  Apartment,3,
695,Kokapet,9796,2552,  Apartment,3,
696,Kokapet,9796,2552,  Apartment,3,
697,Kokapet,9796,2552,  Apartment,3,
698,Kokapet,9796,2552,  Apartment,3,
699,Kokapet,7399,1905,  Apartment,3,
700,Kokapet,7399,1905,  Apartment,3,
701,Kokapet,7399,2120,  Apartment,3,
702,Kokapet,7399,1905,  Apartment,3,
703,Kokapet,7399,1905,  Apartment,3,
704,Kokapet,7399,2120,  Apartment,3,
705,Kokapet,7399,2120,  Apartment,3,
706,Gachibowli,8990,6781,  Apartment,5,
707,Gachibowli,8990,6781,  Apartment,5,
708,Gachibowli,8990,4157,  Apartment,4,
709,Gachibowli,8990,4157,  Apartment,4,
710,Gachibowli,8990,6781,  Apartment,5,
711,Gachibowli,8990,6781,  Apartment,5,
712,Gachibowli,8990,4157,  Apartment,4,
713,Gachibowli,8990,4157,  Apartment,4,
714,Gachibowli,8990,2910,  Apartment,3,
715,Gachibowli,8990,2910,  Apartment,3,
716,Gachibowli,8990,4132,  Apartment,4,
717,Gachibowli,8990,4132,  Apartment,4,
718,Gachibowli,8990,8596,  Apartment,5,
719,Gachibowli,8990,8596,  Apartment,5,
720,Gachibowli,8990,4701,  Apartment,4,
721,Gachibowli,8990,4701,  Apartment,4,
722,Gachibowli,8990,4027,  Apartment,4,
723,Gachibowli,8990,4027,  Apartment,4,
724,Gachibowli,8990,7141,  Apartment,5,
725,Gachibowli,8990,7141,  Apartment,5,
726,Gachibowli,8990,8234,  Apartment,5,
727,Gachibowli,8990,8234,  Apartment,5,
728,Gachibowli,8990,4496,  Apartment,4,
729,Gachibowli,8990,4496,  Apartment,4,
730,Gachibowli,8990,3130,  Apartment,3,
731,Gachibowli,8990,3130,  Apartment,3,
732,Gachibowli,8990,4618,  Apartment,4,
733,Gachibowli,8990,4618,  Apartment,4,
734,Gachibowli,8990,4568,  Apartment,4,
735,Gachibowli,8990,4568,  Apartment,4,
736,Gachibowli,8990,7161,  Apartment,5,
737,Gachibowli,8990,7161,  Apartment,5,
738,Gachibowli,8990,7218,  Apartment,5,
739,Gachibowli,8990,7218,  Apartment,5,
740,Gachibowli,8990,6686,  Apartment,5,
741,Gachibowli,8990,6686,  Apartment,5,
742,Gachibowli,8990,7574,  Apartment,5,
743,Gachibowli,8990,7574,  Apartment,5,
744,Gachibowli,8990,7561,  Apartment,5,
745,Gachibowli,8990,7561,  Apartment,5,
746,Gachibowli,8990,4408,  Apartment,4,
747,Gachibowli,8990,4408,  Apartment,4,
748,Gachibowli,8990,3986,  Apartment,4,
749,Gachibowli,8990,3986,  Apartment,4,
750,Gachibowli,8990,8059,  Apartment,5,
751,Gachibowli,8990,8059,  Apartment,5,
752,Gachibowli,8990,7000,  Apartment,5,
753,Gachibowli,8990,7000,  Apartment,5,
754,Gachibowli,8990,4535,  Apartment,4,
755,Gachibowli,8990,4535,  Apartment,4,
756,Gachibowli,8990,4012,  Apartment,4,
757,Gachibowli,8990,4012,  Apartment,4,
758,Gachibowli,8990,4448,  Apartment,4,
759,Gachibowli,8990,4448,  Apartment,4,
760,Gachibowli,8990,3889,  Apartment,4,
761,Gachibowli,8990,3889,  Apartment,4,
762,Gachibowli,8990,4799,  Apartment,4,
763,Gachibowli,8990,4799,  Apartment,4,
764,Gachibowli,8990,7404,  Apartment,5,
765,Gachibowli,8990,7404,  Apartment,5,
766,Gachibowli,8990,2626,  Apartment,3,
767,Gachibowli,8990,2626,  Apartment,3,
768,Gachibowli,8990,3959,  Apartment,4,
769,Gachibowli,8990,3959,  Apartment,4,
770,Gachibowli,8990,6958,  Apartment,5,
771,Gachibowli,8990,6958,  Apartment,5,
772,Gachibowli,8990,4829,  Apartment,4,
773,Gachibowli,8990,4829,  Apartment,4,
774,Mokila,8000,3788,  Villa,4,
775,Mokila,8000,3788,  Villa,4,
776,Mokila,8000,3788,  Villa,4,
777,Mokila,8000,3788,  Villa,4,
778,Mokila,8000,3800,  Villa,4,
779,Serilingampally,7299,1715,  Apartment,3,
780,Serilingampally,7299,1555,  Apartment,3,
781,Harshaguda,8711,4500,  Villa,4,
782,Bandlaguda Jagir,6100,1441,  Apartment,2,
783,Bandlaguda Jagir,6100,1437,  Apartment,2,
784,Bandlaguda Jagir,6100,1885,  Apartment,3,
785,Bandlaguda Jagir,6100,1825,  Apartment,3,
786,Bandlaguda Jagir,6100,1832,  Apartment,3,
787,Bandlaguda Jagir,6100,2028,  Apartment,3,
788,Bandlaguda Jagir,6100,1476,  Apartment,2,
789,Bandlaguda Jagir,6100,1472,  Apartment,2,
790,Bandlaguda Jagir,6100,1871,  Apartment,3,
791,Bandlaguda Jagir,6100,1804,  Apartment,3,
792,Bandlaguda Jagir,6100,1403,  Apartment,2,
793,Bandlaguda Jagir,6100,1193,  Apartment,2,
794,Bandlaguda Jagir,6100,1269,  Apartment,2,
795,Nagulapally,8500,5200,  Villa,5,
796,Nagulapally,8500,3040,  Villa,4,
797,Nagulapally,8500,4085,  Villa,4,
798,Nagulapally,8500,3885,  Villa,4,
799,Harshaguda,10214,7000,  Villa,5,
800,Kondapur,11000,5999,  Apartment,4,
801,Osman Nagar,6300,1400,  Apartment,2,
802,Osman Nagar,6300,1010,  Apartment,2,
803,Osman Nagar,6300,1655,  Apartment,3,
804,Osman Nagar,6300,1725,  Apartment,3,
805,Uppal Kalan,7599,1505,  Apartment,2,
806,Uppal Kalan,7604,1310,  Apartment,2,
807,Uppal Kalan,7599,1860,  Apartment,3,
808,Harshaguda,8711,4500,  Villa,4,
809,Harshaguda,9524,5250,  Villa,4,
810,Harshaguda,9075,4000,  Villa,3,
811,Harshaguda,9800,6000,  Villa,5,
812,Harshaguda,10444,9000,  Villa,5,
813,Harshaguda,10214,7000,  Villa,5,
814,Harshaguda,8711,4500,  Villa,4,
815,Harshaguda,9524,5250,  Villa,4,
816,Harshaguda,9548,5750,  Villa,4,
817,Harshaguda,6808,3650,  Villa,3,
818,Harshaguda,10214,7000,  Villa,5,
819,Attapur,8184,1173,  Apartment,2,
820,Bandlaguda Jagir,6100,1269,  Apartment,2,
821,Pocharam,3800,940,  Apartment,2,
822,Pocharam,3800,905,  Apartment,2,
823,Pocharam,3800,1020,  Apartment,2,
824,Pocharam,3800,1090,  Apartment,2,
825,Pocharam,3800,925,  Apartment,2,
826,Gagillapur,7207,2331,  Villa,4,
827,Gagillapur,7191,4519,  Villa,4,
828,Gagillapur,7194,3975,  Villa,4,
829,Gagillapur,7196,2654,  Villa,4,
830,Gagillapur,7206,3247,  Villa,4,
831,Gagillapur,7214,2190,  Villa,4,
832,Gagillapur,7215,2176,  Villa,4,
833,Gagillapur,7193,2377,  Villa,4,
834,Gagillapur,7210,2635,  Villa,4,
835,Gagillapur,7188,3951,  Villa,4,
836,Gagillapur,7188,3283,  Villa,4,
837,Gagillapur,7205,4566,  Villa,4,
838,Kompally,5400,1670,  Apartment,3,
839,Kompally,5400,1570,  Apartment,3,
840,Kompally,5400,1670,  Apartment,3,
841,Kompally,5400,1570,  Apartment,3,
842,Kompally,5400,2035,  Apartment,3,
843,Kompally,5400,1875,  Apartment,3,
844,Kompally,5400,1710,  Apartment,3,
845,Kompally,5400,1660,  Apartment,3,
846,Bandlaguda Jagir,11999,4850,  Villa,4,
847,Bandlaguda Jagir,11998,3915,  Villa,3,
848,Bandlaguda Jagir,11998,3255,  Villa,3,
849,Bandlaguda Jagir,11999,4826,  Villa,4,
850,Harshaguda,6808,3650,  Villa,3,
851,Kokapet,13051,3333,  Apartment,4,
852,Kokapet,11550,3030,  Apartment,4,
853,Kokapet,12186,3939,  Apartment,4,
854,Kollur,6500,2000,  Independent House,3,
855,Kollur,6500,7300,  Independent House,4,
856,Kollur,6500,2500,  Independent House,3,
857,Kollur,6500,5300,  Independent House,4,
858,Kollur,6500,6300,  Independent House,4,
859,Kollur,6500,3200,  Independent House,3,
860,Narsingi,8699,2180,  Apartment,3,
861,Narsingi,8699,3020,  Apartment,4,
862,Narsingi,8699,1810,  Apartment,3,
863,Narsingi,8699,1915,  Apartment,3,
864,Narsingi,8699,1750,  Apartment,3,
865,Narsingi,8699,2160,  Apartment,3,
866,Narsingi,8699,2165,  Apartment,3,
867,Puppalaguda,8799,3040,  Apartment,3,
868,Puppalaguda,8799,2290,  Apartment,3,
869,Puppalaguda,8798,4710,  Apartment,4,
870,Puppalaguda,8799,3070,  Apartment,3,
871,Puppalaguda,8799,3620,  Apartment,4,
872,Puppalaguda,8799,3605,  Apartment,4,
873,Gachibowli,8700,6666,  Apartment,4,
874,Sanath Nagar,9546,2294,  Apartment,3,
875,Sanath Nagar,9842,1270,  Apartment,2,
876,Nanakramguda,10000,5600,  Apartment,4,
877,Nanakramguda,10000,6858,  Apartment,4,
878,Nanakramguda,10000,5400,  Apartment,4,
879,Nanakramguda,10000,5751,  Apartment,4,
880,Nanakramguda,10000,4555,  Apartment,4,
881,Shaikpet,13000,3599,  Apartment,3,
882,Shaikpet,13000,3294,  Apartment,3,
883,Shaikpet,13000,3900,  Apartment,3,
884,Shaikpet,13000,3699,  Apartment,3,
885,Shaikpet,13000,3434,  Apartment,3,
886,Shaikpet,13000,3713,  Apartment,3,
887,Shaikpet,13000,3715,  Apartment,3,
888,Shaikpet,13000,3451,  Apartment,3,
889,Shaikpet,13000,4304,  Apartment,4,
890,Shaikpet,13000,3591,  Apartment,3,
891,Shaikpet,13000,2799,  Apartment,3,
892,Bolarum,7500,1510,  Villa,3,
893,Bolarum,7500,3718,  Villa,4,
894,Bolarum,7500,1379,  Villa,3,
895,Bolarum,7500,1427,  Villa,3,
896,Bolarum,7500,1425,  Villa,3,
897,Bolarum,7500,2146,  Villa,4,
898,Bolarum,7500,3130,  Villa,4,
899,Bolarum,7500,2732,  Villa,4,
900,Nanakramguda,10000,5751,  Apartment,4,
901,Nanakramguda,10000,4555,  Apartment,4,
902,Gachibowli,8700,6666,  Apartment,4,
903,Shaikpet,13000,3599,  Apartment,3,
904,Shaikpet,13000,3294,  Apartment,3,
905,Shaikpet,13000,3900,  Apartment,3,
906,Shaikpet,13000,3699,  Apartment,3,
907,Shaikpet,13000,3434,  Apartment,3,
908,Shaikpet,13000,3713,  Apartment,3,
909,Shaikpet,13000,3715,  Apartment,3,
910,Shaikpet,13000,3451,  Apartment,3,
911,Shaikpet,13000,4304,  Apartment,4,
912,Shaikpet,13000,3591,  Apartment,3,
913,Shaikpet,13000,2799,  Apartment,3,
914,Bolarum,7500,1510,  Villa,3,
915,Bolarum,7500,3718,  Villa,4,
916,Bolarum,7500,1379,  Villa,3,
917,Bolarum,7500,1427,  Villa,3,
918,Bolarum,7500,1425,  Villa,3,
919,Bolarum,7500,2146,  Villa,4,
920,Kollur,5500,2425,  Apartment,3,
921,Kollur,5500,1385,  Apartment,2,
922,Kollur,5500,1875,  Apartment,3,
923,Kollur,5500,1550,  Apartment,2,
924,Kollur,5500,1820,  Apartment,3,
925,Kollur,5500,1420,  Apartment,2,
926,Kollur,5500,2200,  Apartment,3,
927,Kollur,5500,1400,  Apartment,2,
928,Kollur,5500,1635,  Apartment,2,
929,Attapur,6000,3059,  Apartment,4,
930,Attapur,6000,1839,  Apartment,3,
931,Attapur,6000,2091,  Apartment,3,
932,Attapur,6000,2090,  Apartment,3,
933,Attapur,6000,3044,  Apartment,4,
934,Attapur,6000,3160,  Apartment,4,
935,Attapur,6000,1889,  Apartment,3,
936,Attapur,6000,2673,  Apartment,3,
937,Osman Nagar,6202,2110,  Apartment,3,
938,Osman Nagar,6200,1560,  Apartment,2,
939,Osman Nagar,6200,1550,  Apartment,3,
940,Osman Nagar,6204,1230,  Apartment,2,
941,Osman Nagar,6200,2280,  Apartment,4,
942,Osman Nagar,6202,2640,  Apartment,4,
943,Osman Nagar,6204,1345,  Apartment,2,
944,Osman Nagar,6200,1425,  Apartment,2,
945,Kismatpur,5000,2543,  Villa,4,
946,Bandlaguda Jagir,11999,3860,  Villa,3,
947,Bandlaguda Jagir,11999,3400,  Villa,3,
948,Kokapet,8900,7778,  Independent House,5,
949,Kokapet,8900,6566,  Apartment,4,
950,Kokapet,8900,8081,  Apartment,5,
951,Kokapet,8900,8811,  Apartment,4,
952,Kokapet,6300,1641,  Apartment,3,
953,Kokapet,6300,1640,  Apartment,3,
954,Kokapet,6300,1810,  Apartment,3,
955,Kokapet,6300,1295,  Apartment,2,
956,Kokapet,6300,1816,  Apartment,3,
957,Kokapet,6300,1485,  Apartment,2,
958,Kokapet,6300,1290,  Apartment,2,
959,Kokapet,6300,1820,  Apartment,3,
960,Ameerpet,11000,2526,  Apartment,3,
961,Kompally,4100,1556,  Apartment,3,
962,Kompally,4100,1235,  Apartment,2,
963,Kompally,4100,1331,  Apartment,2,
964,Kondapur,8400,2125,  Apartment,3,
965,Kondapur,8470,2125,  Apartment,3,
966,Nadergul,6260,1150,  Independent House,2,
967,Ameenpur,4999,1150,  Apartment,2,
968,Chandanagar,4799,1600,  Apartment,3,
969,Miyapur,4999,1070,  Apartment,2,
970,Patancheru,6450,3025,  Villa,3,
971,Patancheru,6450,2629,  Villa,3,
972,Patancheru,6450,2235,  Villa,3,
973,Patancheru,6450,2008,  Villa,3,
974,Patancheru,6450,3029,  Villa,3,
975,Patancheru,6450,3372,  Villa,3,
976,Patancheru,6450,2317,  Villa,3,
977,Saroornagar,7090,1719,  Apartment,3,
978,Saroornagar,7106,1629,  Apartment,3,
979,Uppal Kalan,5549,1431,  Apartment,3,
980,Uppal Kalan,5549,1431,  Apartment,3,
981,Saroornagar,7301,1664,  Apartment,3,
982,Saroornagar,7300,1665,  Apartment,3,
983,Peerzadiguda,5561,1531,  Apartment,2,
984,Peerzadiguda,5622,1242,  Apartment,2,
985,Uppal Kalan,6626,1881,  Apartment,3,
986,Peerzadiguda,5551,1593,  Apartment,3,
987,Peerzadiguda,5561,1530,  Apartment,3,
988,Uppal Kalan,6150,1108,  Apartment,2,
989,Saroornagar,7110,1628,  Apartment,3,
990,Peerzadiguda,5365,1628,  Apartment,3,
991,Serilingampally,8598,1605,  Apartment,3,
992,Serilingampally,7086,2540,  Apartment,3,
993,Serilingampally,7352,1877,  Apartment,3,
994,Serilingampally,8660,1605,  Apartment,3,
995,Serilingampally,7115,2656,  Apartment,3,
996,Miyapur,7073,2064,  Apartment,3,
997,Serilingampally,7048,1958,  Apartment,3,
998,Serilingampally,7086,2540,  Apartment,3,
999,Sainikpuri,5714,2100,  Apartment,3,
1000,Sainikpuri,5833,1200,  Apartment,2,
1001,Sainikpuri,5809,1463,  Apartment,3,
1002,Uppal Kalan,5800,1880,  Apartment,3,
1003,Saroornagar,7341,1459,  Apartment,3,
1004,Saroornagar,7342,1458,  Apartment,3,
1005,Saroornagar,7092,1718,  Apartment,3,
1006,Peerzadiguda,5349,1718,  Apartment,3,
1007,Peerzadiguda,5367,1631,  Apartment,3,
1008,Uppal Kalan,6126,1530,  Apartment,3,
1009,Peerzadiguda,5619,1243,  Apartment,2,
1010,Peerzadiguda,5639,1719,  Apartment,3,
1011,Gandi Maisamma,5269,1575,  Apartment,3,
1012,Dundigal,4862,617,  Apartment,1,
1013,Pragathi Nagar Kukatpally,5716,1312,  Apartment,2,
1014,Pragathi Nagar Kukatpally,5425,1843,  Apartment,3,
1015,Miyapur,7547,1590,  Apartment,3,
1016,Gandi Maisamma,5454,1100,  Apartment,2,
1017,Kollur,8500,2688,  Villa,2,
1018,Nizampet,5791,1200,  Apartment,2,
1019,Chandanagar,6068,1450,  Apartment,3,
1020,Kukatpally,5714,1050,  Apartment,2,
1021,Kompally,4946,1132,  Apartment,2,
1022,Patancheru,6000,1400,  Apartment,3,
1023,Sultanpur,5179,2780,  Villa,3,
1024,Pragathi Nagar Kukatpally,5674,1260,  Apartment,2,
1025,Bowrampet,4505,910,  Apartment,2,
1026,Pragathi Nagar Kukatpally,5555,1260,  Apartment,2,
1027,Sainikpuri,5000,1700,  Apartment,3,
1028,Bachupally,5200,1180,  Apartment,2,
1029,Pragathi Nagar Kukatpally,5536,1770,  Apartment,3,
1030,Pragathi Nagar Kukatpally,5824,2205,  Apartment,3,
1031,Mallampet,4171,911,  Apartment,2,
1032,Mallampet,4460,908,  Apartment,2,
1033,Gajulramaram Kukatpally,4861,1152,  Apartment,2,
1034,Ramachandrapuram,5496,3402,  Villa,4,
1035,Bachupally,4563,1190,  Apartment,2,
1036,Bachupally,4596,1190,  Apartment,2,
1037,Bachupally,5200,1220,  Apartment,2,
1038,Bachupally,5175,1565,  Apartment,3,
1039,Nacharam,5803,1120,  Apartment,2,
1040,Velimela,5200,1520,  Apartment,2,
1041,Sainikpuri,4418,4300,  Independent House,5,
1042,Kompally,4100,1345,  Apartment,2,
1043,Kompally,4100,1680,  Apartment,3,
1044,Kompally,4100,1750,  Apartment,3,
1045,Kompally,4100,1230,  Apartment,2,
1046,Gajularamaram,5083,1200,  Apartment,2,
1047,Chandanagar,5793,1450,  Apartment,3,
1048,Krishna Reddy Pet,2982,3252,  Villa,4,
1049,Gajulramaram Kukatpally,4774,1152,  Apartment,2,
1050,Bachupally,4850,1140,  Apartment,2,
1051,Yapral,5050,1485,  Apartment,3,
1052,Sainikpuri,6228,1156,  Apartment,2,
1053,Kompally,4200,1255,  Apartment,2,
1054,Kompally,4200,1100,  Apartment,2,
1055,Kompally,4200,1230,  Apartment,2,
1056,Mallapur,6533,1500,  Apartment,3,
1057,AS Rao Nagar,4909,5500,  Independent House,7,
1058,Serilingampally,12500,5450,  Apartment,4,
1059,Serilingampally,12500,5450,  Apartment,4,
1060,Serilingampally,12500,6605,  Apartment,4,
1061,Serilingampally,12500,6605,  Apartment,4,
1062,Serilingampally,12500,5450,  Apartment,4,
1063,Serilingampally,12500,5450,  Apartment,4,
1064,Serilingampally,12500,6605,  Apartment,4,
1065,Serilingampally,12500,6605,  Apartment,4,
1066,Isnapur,4227,1088,  Apartment,2,
1067,Indresham,3800,1088,  Apartment,2,
1068,Narsingi,6613,1255,  Apartment,2,
1069,Manikonda,6613,1255,  Apartment,2,
1070,Indresham,4285,1050,  Apartment,2,
1071,Indresham,4227,1088,  Apartment,2,
1072,Indresham,3814,1088,  Apartment,2,
1073,Kokapet,6500,1980,  Apartment,3,
1074,Manikonda,6215,1255,  Apartment,3,
1075,Manikonda,6700,1550,  Apartment,3,
1076,Manikonda,6700,1235,  Apartment,2,
1077,Manikonda,7000,1825,  Apartment,3,
1078,Indresham,3791,1055,  Apartment,2,
1079,Manikonda,6210,1425,  Apartment,3,
1080,Manikonda,6196,1170,  Apartment,2,
1081,Kokapet,6500,1960,  Apartment,3,
1082,Manikonda,7000,1220,  Apartment,2,
1083,Manikonda,6196,1170,  Apartment,2,
1084,Kollur,4000,1650,  Apartment,3,
1085,Kokapet,6500,2150,  Apartment,3,
1086,Manikonda,7000,1310,  Apartment,2,
1087,Kokapet,6500,2300,  Apartment,3,
1088,Manikonda,7000,1585,  Apartment,3,
1089,Nagaram,5000,2400,  Independent House,4,
1090,Nagaram,4800,2500,  Independent House,4,
1091,Vanasthalipuram,5000,2800,  Independent House,4,
1092,Gajulramaram Kukatpally,4808,1134,  Apartment,2,
